20240630-23:56:11 - ---------------------------------------------------------------------------
20240630-23:56:12 - 取得公藥消耗帳,(2024/04/01 23:56:11-2024/06/30 23:56:11)共<2989>筆
20240630-23:56:35 - (1212)  更新安全基準量 (07246)Fonosil Tab 10mg(Fosinopril)           安全量 : 32 ,基準量 : 65
20240630-23:56:35 - (1213)  更新安全基準量 (12055)Ambroxol HCl Sol 60ml 3mg/ml           安全量 : 5 ,基準量 : 10
20240630-23:56:35 - (1214)  更新安全基準量 (03340)Yupime Inj 500mg(Cefepime)             安全量 : 2 ,基準量 : 4
20240630-23:56:35 - (1215)  更新安全基準量 (21304)Asumalife Cap 1mg(Ketotifen)           安全量 : 128 ,基準量 : 257
20240630-23:56:35 - (1216)  更新安全基準量 (05151)Glycopyrodyn Tab 1mg                   安全量 : 23 ,基準量 : 47
20240630-23:56:35 - (1217)  更新安全基準量 (21256)Selamin FC Tab 800mg (Sevelamer)       安全量 : 3 ,基準量 : 6
20240630-23:56:35 - (1218)  更新安全基準量 (09203)15mg Mopik Tab(Meloxicam)              安全量 : 64 ,基準量 : 129
20240630-23:56:35 - (1219)  更新安全基準量 (02025)Denosin Tab 5mg(Desloratadine)         安全量 : 72 ,基準量 : 144
20240630-23:56:35 - (1220)  更新安全基準量 (07285)Ateol Tab 100mg (Atenolol)             安全量 : 125 ,基準量 : 250
20240630-23:56:35 - (1221)  更新安全基準量 (20655)Sintropic Oph Sol 0.5% 5ml             安全量 : 6 ,基準量 : 13
20240630-23:56:35 - (1222)  更新安全基準量 (07080)Holdipine 10mg/10ml(Nicardipine)       安全量 : 1 ,基準量 : 2
20240630-23:56:35 - (62)    異常安全基準量 (13324)Oleum Ricini 30ml(Castor oil)          安全量 : 0 ,基準量 : 1
20240630-23:56:35 - (1223)  更新安全基準量 (07204)50mg Hydralazine HCl Tab               安全量 : 67 ,基準量 : 134
20240630-23:56:35 - (1224)  更新安全基準量 (08568)Larpam Tab 2mg(Lorazepam)              安全量 : 51 ,基準量 : 103
20240630-23:56:35 - (1225)  更新安全基準量 (09201)15mg Melicam Tab(Meloxicam)            安全量 : 59 ,基準量 : 118
20240630-23:56:35 - (1226)  更新安全基準量 (20610)Tetracycline Oph Oint 5g               安全量 : 6 ,基準量 : 12
20240630-23:56:35 - (1227)  更新安全基準量 (08572)Apo-Zopiclone Tab 7.5mg                安全量 : 78 ,基準量 : 156
20240630-23:56:35 - (1228)  更新安全基準量 (08719)Doxepin Cap 25mg "S.C."                安全量 : 53 ,基準量 : 106
20240630-23:56:35 - (63)    異常安全基準量 (21308)Reosteo Tab 150mg(Risedronate)         安全量 : 0 ,基準量 : 0
20240630-23:56:35 - (1229)  更新安全基準量 (16134)Ediol Tab 1mg(Estradiol)               安全量 : 23 ,基準量 : 47
20240630-23:56:35 - (1229)  更新安全基準量 (20247)Polvidine Sol 10% 100ml                安全量 : 1 ,基準量 : 2
20240630-23:56:35 - (1230)  更新安全基準量 (07239)10mg Tritace Tab (Ramipril)            安全量 : 20 ,基準量 : 41
20240630-23:56:35 - (64)    異常安全基準量 (15004)Naloxone HCl Inj 0.4mg/ml              安全量 : 0 ,基準量 : 0
20240630-23:56:35 - (1231)  更新安全基準量 (11603)Sulfin Tab 100mg(Sulfinpyrazone)       安全量 : 25 ,基準量 : 51
20240630-23:56:35 - (1231)  更新安全基準量 (13441)Pecolin Susp 120ml                     安全量 : 1 ,基準量 : 2
20240630-23:56:35 - (1232)  更新安全基準量 (03503)Tetracycline HCl Cap 250mg             安全量 : 40 ,基準量 : 81
20240630-23:56:35 - (1233)  更新安全基準量 (03206)Nystatin VAGinal Tab 100,000U          安全量 : 20 ,基準量 : 40
20240630-23:56:35 - (1233)  更新安全基準量 (20068)0.5% Atropine Sulphate Oph Sol         安全量 : 2 ,基準量 : 5
20240630-23:56:35 - (1233)  更新安全基準量 (08205)Pethidine Inj 50mg/ml(Meperidine       安全量 : 2 ,基準量 : 4
20240630-23:56:35 - (1234)  更新安全基準量 (08736)ZaPine Tab 100mg "ST"(Clozapine)       安全量 : 38 ,基準量 : 76
20240630-23:56:35 - (65)    異常安全基準量 (08441)Sodium Valproate Sol 40ml_Center       安全量 : 0 ,基準量 : 1
20240630-23:56:35 - (1235)  更新安全基準量 (03739)Pyrazinamide Tab 500mg "P.L"           安全量 : 13 ,基準量 : 27
20240630-23:56:35 - (1236)  更新安全基準量 (16014)Florinef Tab 0.1mg                     安全量 : 8 ,基準量 : 16
20240630-23:56:35 - (1237)  更新安全基準量 (08546)Sepirone Tab 5mg(Buspirone HCl)        安全量 : 60 ,基準量 : 121
20240630-23:56:35 - (1237)  更新安全基準量 (20604)Tropine Eye Drops 0.125% 5ml           安全量 : 5 ,基準量 : 11
20240630-23:56:35 - (1238)  更新安全基準量 (09073)Votan-SR Tab 100mg(Diclofenac)         安全量 : 42 ,基準量 : 84
20240630-23:56:35 - (1238)  更新安全基準量 (16176)Divigel 0.1% Gel 1gm(Estradiol)        安全量 : 5 ,基準量 : 11
20240630-23:56:35 - (1239)  更新安全基準量 (08726)Flurazin FC Tab 5mg"Johnson"           安全量 : 36 ,基準量 : 72
20240630-23:56:35 - (1240)  更新安全基準量 (07293)Decpress Tab 160mg(Valsartan)          安全量 : 17 ,基準量 : 35
20240630-23:56:35 - (1241)  更新安全基準量 (08307)Chlorpromazine HCl Tab 100mg           安全量 : 43 ,基準量 : 86
20240630-23:56:35 - (1242)  更新安全基準量 (16358)Glufast Tab 10mg(Mitiglinide)          安全量 : 23 ,基準量 : 47
20240630-23:56:35 - (1242)  更新安全基準量 (21223)Covorin Injection 50mg/5ml             安全量 : 1 ,基準量 : 2
20240630-23:56:35 - (66)    異常安全基準量 (08419)Trileptal Oral Susp 60mg/ml            安全量 : 0 ,基準量 : 0
20240630-23:56:36 - (67)    異常安全基準量 (08317)Haloperidol Decanoate Inj 50mg         安全量 : 0 ,基準量 : 0
20240630-23:56:36 - (1243)  更新安全基準量 (06410)Ceregent Granules 1.2gm                安全量 : 9 ,基準量 : 19
20240630-23:56:36 - (68)    異常安全基準量 (13487)Cortiment PR Tab 9mg(Budesonide)       安全量 : 0 ,基準量 : 1
20240630-23:56:36 - (1244)  更新安全基準量 (21205)Ergometrine Tab 0.2mg "Y.S."           安全量 : 52 ,基準量 : 104
20240630-23:56:36 - (1245)  更新安全基準量 (20457)Clobesol 0.05% cream 5gm               安全量 : 4 ,基準量 : 9
20240630-23:56:36 - (1246)  更新安全基準量 (05432)5mg Musgud Tab(Cyclobenzaprine)        安全量 : 34 ,基準量 : 69
20240630-23:56:36 - (1247)  更新安全基準量 (08706)Risperidone FC Tab 2mg "CYH"           安全量 : 23 ,基準量 : 47
20240630-23:56:36 - (69)    異常安全基準量 (20631)Dexagel Eye Drop 1mg/gm                安全量 : 0 ,基準量 : 0
20240630-23:56:36 - (70)    異常安全基準量 (03630)Maxtam Inj 500mg(Sulbactam)            安全量 : 0 ,基準量 : 1
20240630-23:56:36 - (1248)  更新安全基準量 (21005)Clomiphene Tab 50mg"Y.S."              安全量 : 16 ,基準量 : 32
20240630-23:56:36 - (1249)  更新安全基準量 (07255)Sintec Tab 20mg(Enalapril)             安全量 : 22 ,基準量 : 45
20240630-23:56:36 - (71)    異常安全基準量 (20380)Jia Mei Cream 10mg/gm 20g/Tube         安全量 : 0 ,基準量 : 1
20240630-23:56:36 - (1250)  更新安全基準量 (05026)Neostigmine Inj 0.5mg/ml"Tai Yu"       安全量 : 6 ,基準量 : 13
20240630-23:56:36 - (1251)  更新安全基準量 (16339)Gliben Tab 5mg(Glibenclamide)          安全量 : 26 ,基準量 : 53
20240630-23:56:36 - (1251)  更新安全基準量 (20411)Hydrogen Peroxide Sol 3% 450ml         安全量 : 2 ,基準量 : 5
20240630-23:56:36 - (1251)  更新安全基準量 (08399)50mg Solian Tab (Amisulpride)          安全量 : 2 ,基準量 : 5
20240630-23:56:36 - (72)    異常安全基準量 (11390)Moriamin-SN Inj 200ml                  安全量 : 0 ,基準量 : 0
20240630-23:56:36 - (1251)  更新安全基準量 (20662)Kedifen Eye Drop 5ml(Ketotifen)        安全量 : 1 ,基準量 : 2
20240630-23:56:36 - (1252)  更新安全基準量 (16355)Migbose Tab 50mg(Miglitol)             安全量 : 8 ,基準量 : 17
20240630-23:56:36 - (1252)  更新安全基準量 (20100)Fusone Eye Drop 0.5mg/0.5ml            安全量 : 5 ,基準量 : 11
20240630-23:56:36 - (1253)  更新安全基準量 (11311)Vitagen Inj S.T 20% 20ml               安全量 : 3 ,基準量 : 6
20240630-23:56:36 - (73)    異常安全基準量 (05328)Anpo Inj 50mg/5ml(Ritodrine)           安全量 : 0 ,基準量 : 1
20240630-23:56:36 - (1254)  更新安全基準量 (08554)Dianlin Inj 10mg/2ml(Diazepam)         安全量 : 1 ,基準量 : 3
20240630-23:56:36 - (1255)  更新安全基準量 (08524)Dormicum inj 5mg/5ml                   安全量 : 1 ,基準量 : 2
20240630-23:56:36 - (74)    異常安全基準量 (20052)CILOXAN Oph Sol 0.3% 5ml               安全量 : 0 ,基準量 : 0
20240630-23:56:36 - (75)    異常安全基準量 (20214)Calamine Lotion 100ml                  安全量 : 0 ,基準量 : 1
20240630-23:56:36 - (1256)  更新安全基準量 (11408)Trichlormethiazide Tab 2mg             安全量 : 17 ,基準量 : 34
20240630-23:56:36 - (1257)  更新安全基準量 (09032)Lonine Cap 200mg(Etodolac)             安全量 : 8 ,基準量 : 16
20240630-23:56:36 - (1258)  更新安全基準量 (05433)Mocolax Tab 400mg(Phenprobamate)       安全量 : 5 ,基準量 : 11
20240630-23:56:36 - (1259)  更新安全基準量 (08312)Haloperidol Tab 0.5mg                  安全量 : 12 ,基準量 : 24
20240630-23:56:36 - (1260)  更新安全基準量 (07294)Ramitace Cap 2.5mg (Ramipril)          安全量 : 6 ,基準量 : 12
20240630-23:56:36 - (1261)  更新安全基準量 (03742)300mg Rifampicin Cap"YUNG SHIN"        安全量 : 1 ,基準量 : 3
20240630-23:56:36 - (76)    異常安全基準量 (07334)Millisrol Inj 5mg/10ml(NTG)            安全量 : 0 ,基準量 : 0
20240630-23:56:36 - (1262)  更新安全基準量 (08553)Phenobarbital Tab 30mg "Johnson"       安全量 : 16 ,基準量 : 32
20240630-23:56:36 - (1263)  更新安全基準量 (08775)Anin Tab 5mg(Haloperidol)              安全量 : 13 ,基準量 : 27
20240630-23:56:36 - (1264)  更新安全基準量 (05137)Peden Retard Tab 4mg(Biperiden)        安全量 : 5 ,基準量 : 11
20240630-23:56:36 - (1265)  更新安全基準量 (30043)Vitagen Inj S.T 5% 20ml                安全量 : 1 ,基準量 : 2
20240630-23:56:36 - (77)    異常安全基準量 (08516)Phenobital Inj 100mg                   安全量 : 0 ,基準量 : 0
20240630-23:56:36 - (78)    異常安全基準量 (11138)Sodium Acetate Inj 20ml 4mEq/ml        安全量 : 0 ,基準量 : 0
20240630-23:56:36 - (79)    異常安全基準量 (03123)Gentamicin Eye Drops "Sinphar"         安全量 : 0 ,基準量 : 0
20240630-23:56:36 - (80)    異常安全基準量 (12116)CenterTheo Liquid 60ml 5.34mg/ml       安全量 : 0 ,基準量 : 0
20240630-23:56:36 - (81)    異常安全基準量 (07275)Acertil Tab 5mg(Perindopril)           安全量 : 0 ,基準量 : 0
20240630-23:56:36 - (82)    異常安全基準量 (21001)AlloPurinol Tab 100mg "Yungshin"       安全量 : 0 ,基準量 : 0
20240630-23:56:36 - (83)    異常安全基準量 (08614)Nicotinell TTS 30                      安全量 : 0 ,基準量 : 0
20240630-23:56:36 - (84)    異常安全基準量 (17036)Xylestesin-A Inj 50s/can               安全量 : 0 ,基準量 : 0
20240630-23:56:36 - (1266)  更新安全基準量 (40031)Molnupiravir Cap 200mg 40's/bot        安全量 : 14 ,基準量 : 29
20240630-23:56:36 - (1267)  更新安全基準量 (10081)TC-99m-TRODAT                          安全量 : 5 ,基準量 : 11
20240630-23:56:36 - (1268)  更新安全基準量 (03977)Relenza Rotadisks 5mg(free CDC)        安全量 : 21 ,基準量 : 42
20240630-23:56:36 - (85)    異常安全基準量 (70035)Faslodex Inj 250mg/5ml(PSP)            安全量 : 0 ,基準量 : 0
20240630-23:56:36 - (1269)  更新安全基準量 (10100)F-18 FDG 10 mCi/Dose(附SDS)            安全量 : 12 ,基準量 : 24
20240630-23:56:36 - (1269)  更新安全基準量 (24178)MVC FLU Quad Inj 0.5ml/Dose            安全量 : 2 ,基準量 : 5
20240630-23:56:36 - (86)    異常安全基準量 (10090)I-131, 2.5mCi                          安全量 : 0 ,基準量 : 0
20240630-23:56:36 - (1270)  更新安全基準量 (11405)Isosorbide Solution 70% 1ml            安全量 : 498 ,基準量 : 996
20240630-23:56:36 - (1271)  更新安全基準量 (70066)Mvasi Inj 100mg/4ml(PSP)               安全量 : 7 ,基準量 : 14
20240630-23:56:36 - (1272)  更新安全基準量 (21026)Trituration(Package)                   安全量 : 2241 ,基準量 : 4483
20240630-23:56:36 - (1273)  更新安全基準量 (24085)Pneumovax-23 (free for elderly)        安全量 : 22 ,基準量 : 45
20240630-23:56:36 - (1273)  更新安全基準量 (24006)Freeze-Dried BCG 1.5mg/3ml             安全量 : 1 ,基準量 : 2
20240630-23:56:36 - (1274)  更新安全基準量 (24121)AdimFlu-S(QIS) Inj 0.5ml/Dose          安全量 : 4 ,基準量 : 9
20240630-23:56:36 - (87)    異常安全基準量 (20419)Polvidine Sol 10% 250ml                安全量 : 0 ,基準量 : 0
20240630-23:56:36 - (88)    異常安全基準量 (24003)HBIG(free) 0.5ml(HyperHEP) B S/D       安全量 : 0 ,基準量 : 0
20240630-23:56:36 - (89)    異常安全基準量 (24168)Gardasil 9 Vaccine 0.5ml (CDC)         安全量 : 0 ,基準量 : 0
20240630-23:56:36 - (1275)  更新安全基準量 (10079)Tc-99m-MIBI                            安全量 : 2 ,基準量 : 4
20240630-23:56:36 - (90)    異常安全基準量 (04575)Kadcyla Inj 20mg/ml 100mg/Vial         安全量 : 0 ,基準量 : 0
20240630-23:56:36 - (91)    異常安全基準量 (21258)Cernilton Tab                          安全量 : 0 ,基準量 : 0
20240630-23:56:36 - (92)    異常安全基準量 (70022)Perjeta Inj 420mg(PSP)                 安全量 : 0 ,基準量 : 1
20240630-23:56:36 - (1276)  更新安全基準量 (70112)Nerlynx Tab 40mg(Neratinib)_PSP        安全量 : 25 ,基準量 : 50
20240630-23:56:36 - (1277)  更新安全基準量 (70053)Avastin Inj 100mg/4ml(PSP)             安全量 : 4 ,基準量 : 9
20240630-23:56:36 - (1278)  更新安全基準量 (24105)H.B.V.10ug/0.5ml(Engerix-B)(CDC)       安全量 : 35 ,基準量 : 70
20240630-23:56:36 - (1278)  更新安全基準量 (50092)Oseltamivir Oral Susp 6mg/ml_CDC       安全量 : 1 ,基準量 : 2
20240630-23:56:36 - (1279)  更新安全基準量 (70034)100mg Cyramza Inj(PSP)                 安全量 : 1 ,基準量 : 2
20240630-23:56:36 - (1280)  更新安全基準量 (24182)Prevenar 13 Inj 0.5ml(free_elder       安全量 : 9 ,基準量 : 18
20240630-23:56:36 - (1281)  更新安全基準量 (40030)Paxlovid Tab 30's/Package(CDC)         安全量 : 16 ,基準量 : 33
20240630-23:56:36 - (1282)  更新安全基準量 (24114)Vaxigrip Tetra 0.5ml                   安全量 : 2 ,基準量 : 5
20240630-23:56:36 - (1283)  更新安全基準量 (24077)Prevenar 13 Inj 0.5ml (free_PED)       安全量 : 31 ,基準量 : 62
20240630-23:56:36 - (1284)  更新安全基準量 (24102)Imojev(JE-CV_LiveAtd) Inj              安全量 : 15 ,基準量 : 31
20240630-23:56:36 - (1285)  更新安全基準量 (24044)Varivax(Chickenpox,Free) 1dose         安全量 : 12 ,基準量 : 24
20240630-23:56:36 - (1286)  更新安全基準量 (24156)M-M-R II Inj 0.5ml(Free)               安全量 : 14 ,基準量 : 29
20240630-23:56:36 - (1287)  更新安全基準量 (70054)Lynparza Tab 150mg(PSP)                安全量 : 23 ,基準量 : 47
20240630-23:56:36 - (1288)  更新安全基準量 (24179)COVID-19 Moderna(XBB.1.5) 2.5ml        安全量 : 6 ,基準量 : 13
20240630-23:56:36 - (1289)  更新安全基準量 (70040)Opdivo Inj 20mg/2ml(PSP)               安全量 : 2 ,基準量 : 4
20240630-23:56:36 - (1290)  更新安全基準量 (03745)HP(INH300mg+RPT300mg) (CDC)            安全量 : 3 ,基準量 : 6
20240630-23:56:36 - (1291)  更新安全基準量 (03954)Tamiflu Cap 75mg(CDC)                  安全量 : 801 ,基準量 : 1603
20240630-23:56:36 - (1292)  更新安全基準量 (03747)Isoniazid Tab BP 300mg (CDC)           安全量 : 33 ,基準量 : 67
20240630-23:56:36 - (1293)  更新安全基準量 (24106)Tetraxim(DTaP-IPV) 0.5ml(FREE)         安全量 : 2 ,基準量 : 4
20240630-23:56:36 - (1294)  更新安全基準量 (03741)Isoniazid Tab 300mg"Cadila"(CDC)       安全量 : 2 ,基準量 : 5
20240630-23:56:36 - (1295)  更新安全基準量 (10084)TC-99m,20mCi                           安全量 : 81 ,基準量 : 163
20240630-23:56:36 - (1295)  更新安全基準量 (10085)Ga-67 3mCi                             安全量 : 1 ,基準量 : 3
20240630-23:56:36 - (1296)  更新安全基準量 (16316)Actrapid HM Inj 1 IU                   安全量 : 4029 ,基準量 : 8059
20240630-23:56:36 - (93)    異常安全基準量 (10082)TC-99m-ECD                             安全量 : 0 ,基準量 : 0
20240630-23:56:36 - (1297)  更新安全基準量 (50067)Veklury Inj 100mg(RDV)(CDC)            安全量 : 28 ,基準量 : 57
20240630-23:56:36 - (94)    異常安全基準量 (70049)Herceptin Inj for SC 600mg(PSP)        安全量 : 0 ,基準量 : 0
20240630-23:56:36 - (1298)  更新安全基準量 (10087)Tl201, 2mCi                            安全量 : 80 ,基準量 : 160
20240630-23:56:36 - (95)    異常安全基準量 (70032)Kadcyla Inj 100mg(PSP)                 安全量 : 0 ,基準量 : 0
20240630-23:56:36 - (1299)  更新安全基準量 (16548)Terlissin Inj 0.1mg/ml                 安全量 : 8 ,基準量 : 17
20240630-23:56:36 - (1300)  更新安全基準量 (24169)INFANRIX-IPV+HIB INJ 0.5mL(free)       安全量 : 49 ,基準量 : 98
20240630-23:56:36 - (1301)  更新安全基準量 (03732)Priftin Tab 150mg(3H"P")               安全量 : 126 ,基準量 : 252
20240630-23:56:36 - (1302)  更新安全基準量 (16007)Triamcinolone Inj 10mg/ml              安全量 : 50 ,基準量 : 101
20240630-23:56:37 - (1302)  更新安全基準量 (20295)Alcohol 95% 20ml/Bot                   安全量 : 8 ,基準量 : 17
20240630-23:56:37 - (1303)  更新安全基準量 (24155)Havrix Inj 720u/0.5ml(Free)            安全量 : 15 ,基準量 : 30
20240630-23:56:37 - (1304)  更新安全基準量 (70076)Erbitux 100mg/20ml(PSP)                安全量 : 9 ,基準量 : 18
20240630-23:56:37 - (1305)  更新安全基準量 (16317)Insulatard HM Inj 1 IU                 安全量 : 41 ,基準量 : 83
20240630-23:56:37 - (1306)  更新安全基準量 (24183)Novavax XBB.1.5(Nuvaxovid) 2.5ml       安全量 : 3 ,基準量 : 7
20240630-23:56:37 - (1307)  更新安全基準量 (18328)Shingrix (zoster virus vacc,RZV)       安全量 : 6 ,基準量 : 13
20240630-23:56:37 - (1308)  更新安全基準量 (17053)Lidocaine Inj 2% 1ml "TAI YU"          安全量 : 91 ,基準量 : 183
20240630-23:56:37 - (96)    異常安全基準量 (08310)Dropel Inj 2.5mg/ml(Droperidol)        安全量 : 0 ,基準量 : 0
20240630-23:56:37 - (97)    異常安全基準量 (20389)Anti-A Solution (Benzalkonium)         安全量 : 0 ,基準量 : 0
20240630-23:56:38 - 總共更新藥庫安全量基準量共<1308>筆
20240630-23:56:38 - ---------------------------------------------------------------------------
20240630-23:57:15 - ---------------------------------------------------------------------------
20240630-23:57:16 - 取得公藥消耗帳,(2024/04/01 23:57:15-2024/06/30 23:57:15)共<2989>筆
20240630-23:57:16 - 取得急診消耗帳,(2024/04/01 23:57:15-2024/06/30 23:57:15)共<11698>筆
20240630-23:57:18 - 取得住院消耗帳,(2024/04/01 23:57:15-2024/06/30 23:57:15)共<45852>筆
20240630-23:57:19 - 取得門診消耗帳,(2024/04/01 23:57:15-2024/06/30 23:57:15)共<57753>筆
20240630-23:57:20 - (2024/04/01 23:57:15-2024/06/30 23:57:15)共有<118292>筆消耗帳,<1736>種藥品
20240630-23:57:20 - 藥碼 : D1008 ,找無售價資料
20240630-23:57:20 - 藥碼 : D1140 ,找無售價資料
20240630-23:57:20 - 藥碼 : F2008 ,找無售價資料
20240630-23:57:20 - 藥碼 : D2124 ,找無售價資料
20240630-23:57:20 - 藥碼 : D2091 ,找無售價資料
20240630-23:57:20 - 藥碼 : D2158 ,找無售價資料
20240630-23:57:20 - 藥碼 : F2010 ,找無售價資料
20240630-23:57:20 - 藥碼 : D1087 ,找無售價資料
20240630-23:57:20 - 藥碼 : D2138 ,找無售價資料
20240630-23:57:20 - 藥碼 : D1049 ,找無售價資料
20240630-23:57:20 - 藥碼 : D2071 ,找無售價資料
20240630-23:57:20 - 藥碼 : D1176 ,找無售價資料
20240630-23:57:20 - 藥碼 : D2184 ,找無售價資料
20240630-23:57:20 - 藥碼 : D1195 ,找無售價資料
20240630-23:57:20 - 藥碼 : D2105 ,找無售價資料
20240630-23:57:20 - 藥碼 : D2113 ,找無售價資料
20240630-23:57:20 - 藥碼 : D2175 ,找無售價資料
20240630-23:57:20 - 藥碼 : D1244 ,找無售價資料
20240630-23:57:20 - 藥碼 : D1003 ,找無售價資料
20240630-23:57:20 - 藥碼 : D2200 ,找無售價資料
20240630-23:57:20 - 藥碼 : D2089 ,找無售價資料
20240630-23:57:20 - 藥碼 : D2189 ,找無售價資料
20240630-23:57:20 - 藥碼 : D1171 ,找無售價資料
20240630-23:57:20 - 藥碼 : D1093 ,找無售價資料
20240630-23:57:20 - 藥碼 : D2037 ,找無售價資料
20240630-23:57:20 - 藥碼 : D1041 ,找無售價資料
20240630-23:57:20 - 藥碼 : D2135 ,找無售價資料
20240630-23:57:20 - 藥碼 : D2151 ,找無售價資料
20240630-23:57:20 - 藥碼 : D2143 ,找無售價資料
20240630-23:57:20 - 藥碼 : D2065 ,找無售價資料
20240630-23:57:20 - 藥碼 : D1240 ,找無售價資料
20240630-23:57:20 - 藥碼 : D1095 ,找無售價資料
20240630-23:57:20 - 藥碼 : D1084 ,找無售價資料
20240630-23:57:20 - 藥碼 : D1105 ,找無售價資料
20240630-23:57:20 - 藥碼 : D2029 ,找無售價資料
20240630-23:57:20 - 藥碼 : D1247 ,找無售價資料
20240630-23:57:20 - 藥碼 : F2006 ,找無售價資料
20240630-23:57:20 - 藥碼 : D1078 ,找無售價資料
20240630-23:57:20 - 藥碼 : D1118 ,找無售價資料
20240630-23:57:20 - 藥碼 : D2119 ,找無售價資料
20240630-23:57:20 - 藥碼 : D1110 ,找無售價資料
20240630-23:57:20 - 藥碼 : D1054 ,找無售價資料
20240630-23:57:20 - 藥碼 : G1010 ,找無售價資料
20240630-23:57:20 - 藥碼 : D2085 ,找無售價資料
20240630-23:57:20 - 藥碼 : D1193 ,找無售價資料
20240630-23:57:20 - 藥碼 : D1102 ,找無售價資料
20240630-23:57:20 - 藥碼 : D2108 ,找無售價資料
20240630-23:57:20 - 藥碼 : D1014 ,找無售價資料
20240630-23:57:20 - 藥碼 : D2169 ,找無售價資料
20240630-23:57:20 - 藥碼 : D2145 ,找無售價資料
20240630-23:57:20 - 藥碼 : D2299 ,找無售價資料
20240630-23:57:20 - 藥碼 : D2068 ,找無售價資料
20240630-23:57:20 - 藥碼 : D1067 ,找無售價資料
20240630-23:57:20 - 藥碼 : D1094 ,找無售價資料
20240630-23:57:20 - 藥碼 : D1033 ,找無售價資料
20240630-23:57:20 - 藥碼 : G2015 ,找無售價資料
20240630-23:57:20 - 藥碼 : D1175 ,找無售價資料
20240630-23:57:20 - 藥碼 : D1080 ,找無售價資料
20240630-23:57:21 - 藥碼 : G2020 ,找無售價資料
20240630-23:57:21 - 藥碼 : D1174 ,找無售價資料
20240630-23:57:21 - 藥碼 : D1187 ,找無售價資料
20240630-23:57:21 - 藥碼 : D2055 ,找無售價資料
20240630-23:57:21 - 藥碼 : D2157 ,找無售價資料
20240630-23:57:21 - 藥碼 : D1217 ,找無售價資料
20240630-23:57:21 - 藥碼 : D1286 ,找無售價資料
20240630-23:57:21 - 藥碼 : D2042 ,找無售價資料
20240630-23:57:21 - 藥碼 : D2140 ,找無售價資料
20240630-23:57:21 - 藥碼 : D2142 ,找無售價資料
20240630-23:57:21 - 藥碼 : G1007 ,找無售價資料
20240630-23:57:21 - 藥碼 : D2051 ,找無售價資料
20240630-23:57:21 - 藥碼 : D2012 ,找無售價資料
20240630-23:57:21 - 藥碼 : D1148 ,找無售價資料
20240630-23:57:21 - 藥碼 : D1037 ,找無售價資料
20240630-23:57:21 - 藥碼 : D2063 ,找無售價資料
20240630-23:57:21 - 藥碼 : D2099 ,找無售價資料
20240630-23:57:21 - 藥碼 : D2066 ,找無售價資料
20240630-23:57:21 - 藥碼 : D1083 ,找無售價資料
20240630-23:57:21 - 藥碼 : D2126 ,找無售價資料
20240630-23:57:21 - 藥碼 : D2104 ,找無售價資料
20240630-23:57:21 - 藥碼 : D1022 ,找無售價資料
20240630-23:57:21 - 藥碼 : D1205 ,找無售價資料
20240630-23:57:21 - 藥碼 : D1179 ,找無售價資料
20240630-23:57:21 - 藥碼 : D2076 ,找無售價資料
20240630-23:57:21 - 藥碼 : D1119 ,找無售價資料
20240630-23:57:21 - 藥碼 : D2057 ,找無售價資料
20240630-23:57:21 - 藥碼 : F2004 ,找無售價資料
20240630-23:57:21 - 藥碼 : D2195 ,找無售價資料
20240630-23:57:21 - 藥碼 : D1100 ,找無售價資料
20240630-23:57:21 - 藥碼 : D1237 ,找無售價資料
20240630-23:57:21 - 藥碼 : D2120 ,找無售價資料
20240630-23:57:21 - 藥碼 : D2198 ,找無售價資料
20240630-23:57:21 - 藥碼 : D2038 ,找無售價資料
20240630-23:57:21 - 藥碼 : D2125 ,找無售價資料
20240630-23:57:21 - 藥碼 : D1192 ,找無售價資料
20240630-23:57:21 - 藥碼 : D1141 ,找無售價資料
20240630-23:57:21 - 藥碼 : D1172 ,找無售價資料
20240630-23:57:21 - 藥碼 : D1211 ,找無售價資料
20240630-23:57:21 - 藥碼 : D1310 ,找無售價資料
20240630-23:57:21 - 藥碼 : D2077 ,找無售價資料
20240630-23:57:21 - 藥碼 : D2041 ,找無售價資料
20240630-23:57:21 - 藥碼 : D1231 ,找無售價資料
20240630-23:57:21 - 藥碼 : D1035 ,找無售價資料
20240630-23:57:21 - 藥碼 : D1066 ,找無售價資料
20240630-23:57:21 - 藥碼 : D1178 ,找無售價資料
20240630-23:57:21 - 藥碼 : D2064 ,找無售價資料
20240630-23:57:21 - 藥碼 : D1239 ,找無售價資料
20240630-23:57:21 - 藥碼 : D1154 ,找無售價資料
20240630-23:57:21 - 藥碼 : D1197 ,找無售價資料
20240630-23:57:21 - 藥碼 : D1059 ,找無售價資料
20240630-23:57:21 - 藥碼 : D1056 ,找無售價資料
20240630-23:57:21 - 藥碼 : D1163 ,找無售價資料
20240630-23:57:21 - 藥碼 : D2035 ,找無售價資料
20240630-23:57:21 - 藥碼 : D1065 ,找無售價資料
20240630-23:57:21 - 藥碼 : D2044 ,找無售價資料
20240630-23:57:21 - 藥碼 : D2144 ,找無售價資料
20240630-23:57:21 - 藥碼 : D2165 ,找無售價資料
20240630-23:57:21 - 藥碼 : D1079 ,找無售價資料
20240630-23:57:21 - 藥碼 : G2009 ,找無售價資料
20240630-23:57:21 - 藥碼 : D1150 ,找無售價資料
20240630-23:57:21 - 藥碼 : D2098 ,找無售價資料
