20240709-12:19:10 - ---------------------------------------------------------------------------
20240709-12:19:11 - 取得公藥消耗帳,(2024/04/10 12:19:08-2024/07/09 12:19:08)共<3105>筆
20240709-12:20:48 - (0)     更新安全基準量 (07298)100mg Entresto FC Tab                  安全量 : 587 ,基準量 : 1175
20240709-12:20:48 - (0)     更新安全基準量 (50063)Biktarvy Tab                           安全量 : 74 ,基準量 : 148
20240709-12:20:48 - (0)     更新安全基準量 (50061)Epclusa FC Tab                         安全量 : 14 ,基準量 : 29
20240709-12:20:48 - (0)     更新安全基準量 (18324)Gardasil 9 Vaccine 0.5ml               安全量 : 6 ,基準量 : 12
20240709-12:20:48 - (0)     更新安全基準量 (21238)Enbrel Inj 50mg(Etanercept)            安全量 : 5 ,基準量 : 10
20240709-12:20:48 - (0)     更新安全基準量 (08124)Ultane IH Sol 250ml(Sevoflurane)       安全量 : 9 ,基準量 : 19
20240709-12:20:48 - (0)     更新安全基準量 (04638)Kisqali Tab 200mg(Ribociclib)          安全量 : 28 ,基準量 : 57
20240709-12:20:48 - (0)     更新安全基準量 (06254)2ml Tisseel Sol for sealant            安全量 : 1 ,基準量 : 3
20240709-12:20:48 - (0)     更新安全基準量 (50043)25mg VemLIDY FC Tab (TAF)              安全量 : 279 ,基準量 : 559
20240709-12:20:48 - (0)     更新安全基準量 (04320)11.25mg (3M) Leuplin Depot             安全量 : 4 ,基準量 : 8
20240709-12:20:48 - (0)     更新安全基準量 (11838)Hemodialysis Conc. 300 10L             安全量 : 154 ,基準量 : 309
20240709-12:20:48 - (0)     更新安全基準量 (50038)Rapiacta Inj 300mg/60ml(SelfPay)       安全量 : 17 ,基準量 : 35
20240709-12:20:48 - (0)     更新安全基準量 (05140)Spiriva Respimat IH 60puffs            安全量 : 22 ,基準量 : 44
20240709-12:20:48 - (0)     更新安全基準量 (03217)AmBisome Inj 50mg                      安全量 : 8 ,基準量 : 17
20240709-12:20:48 - (0)     更新安全基準量 (06132)NESP Inj 20mcg/0.5ml                   安全量 : 49 ,基準量 : 99
20240709-12:20:48 - (0)     更新安全基準量 (21200)50mg/0.5ml Simponi Inj(Golimumab       安全量 : 1 ,基準量 : 3
20240709-12:20:48 - (0)     更新安全基準量 (05272)Relvar Ellipta 92/22 mcg Inhaler       安全量 : 38 ,基準量 : 76
20240709-12:20:48 - (0)     更新安全基準量 (04663)Mvasi Inj 100mg/4ml(Bevacizumab)       安全量 : 5 ,基準量 : 11
20240709-12:20:48 - (0)     更新安全基準量 (04335)Erleada Tab 60mg(Apalutamide)          安全量 : 51 ,基準量 : 103
20240709-12:20:48 - (0)     更新安全基準量 (04598)Onivyde TM Inj 50mg/10ml               安全量 : 1 ,基準量 : 2
20240709-12:20:48 - (0)     更新安全基準量 (03446)Pipe Tazo Inj "CYH"4.5gm               安全量 : 220 ,基準量 : 441
20240709-12:20:48 - (0)     更新安全基準量 (10035)Omnipaque Inj 100ml 350mg I/ml         安全量 : 32 ,基準量 : 65
20240709-12:20:48 - (0)     更新安全基準量 (03354)Zerbaxa Inj 1.5g                       安全量 : 18 ,基準量 : 36
20240709-12:20:48 - (0)     更新安全基準量 (20661)Vabysmo inj 6mg/0.05ml                 安全量 : 1 ,基準量 : 2
20240709-12:20:48 - (0)     更新安全基準量 (21365)Nerlynx Tab 40mg(Neratinib)            安全量 : 21 ,基準量 : 42
20240709-12:20:49 - (0)     更新安全基準量 (10045)Dotarem Inj 60ml                       安全量 : 4 ,基準量 : 8
20240709-12:20:49 - (0)     更新安全基準量 (04621)Tecentriq Inj 1200mg/20ml              安全量 : 1 ,基準量 : 1
20240709-12:20:49 - (0)     更新安全基準量 (16391)Glyxambi Tab 25/5mg                    安全量 : 823 ,基準量 : 1647
20240709-12:20:49 - (0)     更新安全基準量 (06252)110mg Pradaxa Cap(Dabigatran)          安全量 : 694 ,基準量 : 1388
20240709-12:20:49 - (0)     更新安全基準量 (12064)Actein Effervescent Tab 600mg          安全量 : 4834 ,基準量 : 9668
20240709-12:20:49 - (0)     更新安全基準量 (05422)Soma Cap                               安全量 : 13587 ,基準量 : 27174
20240709-12:20:49 - (0)     更新安全基準量 (21264)125mg Tracleer FC Tab                  安全量 : 14 ,基準量 : 29
20240709-12:20:49 - (0)     更新安全基準量 (21287)Cimzia Inj 200mg/ml                    安全量 : 2 ,基準量 : 4
20240709-12:20:49 - (0)     更新安全基準量 (20381)Steridal Sol 0.5% 500ml/bot            安全量 : 107 ,基準量 : 215
20240709-12:20:49 - (0)     更新安全基準量 (03219)200mg Vfend Tab(Voriconazole)          安全量 : 19 ,基準量 : 39
20240709-12:20:49 - (0)     更新安全基準量 (10032)Iopamidol Inj 200ml 370mg I/ml         安全量 : 14 ,基準量 : 28
20240709-12:20:49 - (0)     更新安全基準量 (21350)Olumiant Tab 4mg(Baricitinib)          安全量 : 22 ,基準量 : 44
20240709-12:20:49 - (0)     更新安全基準量 (04623)(SC) Herceptin Inj for SC 600mg        安全量 : 1 ,基準量 : 1
20240709-12:20:49 - (0)     更新安全基準量 (21260)2mg Adempas FC Tab (Riociguat)         安全量 : 14 ,基準量 : 29
20240709-12:20:49 - (0)     更新安全基準量 (21078)Botox Inj 100 units                    安全量 : 3 ,基準量 : 6
20240709-12:20:49 - (0)     更新安全基準量 (04576)Kadcyla Inj 20mg/ml 160mg/Vial         安全量 : 1 ,基準量 : 1
20240709-12:20:49 - (0)     更新安全基準量 (21316)Cycos Cap 100mg(Cyclosporin)           安全量 : 222 ,基準量 : 444
20240709-12:20:49 - (0)     更新安全基準量 (07157)Livalo OD Tab 2mg(Pitavastatin)        安全量 : 2322 ,基準量 : 4644
20240709-12:20:49 - (0)     更新安全基準量 (04624)Lucentis Inj 10mg/ml(Syringe)          安全量 : 1 ,基準量 : 2
20240709-12:20:49 - (0)     更新安全基準量 (21343)Lumicef Inj 210mg(Brodalumab)          安全量 : 1 ,基準量 : 3
20240709-12:20:49 - (0)     更新安全基準量 (13211)Miyarisan-BM 1gm/pkg                   安全量 : 1266 ,基準量 : 2532
20240709-12:20:49 - (0)     更新安全基準量 (04422)Tynen Inj 80mg/4ml(Docetaxel)          安全量 : 3 ,基準量 : 6
20240709-12:20:49 - (0)     更新安全基準量 (06266)30mg Lixiana FC Tab(Edoxaban)          安全量 : 323 ,基準量 : 646
20240709-12:20:49 - (0)     更新安全基準量 (50035)Triumeq FC Tab (ABC/3TC/DTG)           安全量 : 39 ,基準量 : 79
20240709-12:20:49 - (0)     更新安全基準量 (04614)125mg Ibrance Cap(Palbociclib)         安全量 : 5 ,基準量 : 11
20240709-12:20:49 - (1)     更新安全基準量 (21360)Skyrizi Inj 75mg(Risankizumab)         安全量 : 1 ,基準量 : 1
20240709-12:20:49 - (1)     更新安全基準量 (08738)350mg Invega Trinza PR Inj             安全量 : 1 ,基準量 : 1
20240709-12:20:49 - (1)     更新安全基準量 (21067)Broen-C E.C. Tab                       安全量 : 5718 ,基準量 : 11437
20240709-12:20:49 - (1)     更新安全基準量 (13482)Akynzeo Cap 300/0.5mg                  安全量 : 11 ,基準量 : 22
20240709-12:20:49 - (1)     更新安全基準量 (04512)Hycamtin Inj 4mg(Topotecan)            安全量 : 3 ,基準量 : 6
20240709-12:20:49 - (1)     更新安全基準量 (10051)Xenetix 350 Inj 100ml                  安全量 : 20 ,基準量 : 40
20240709-12:20:49 - (1)     更新安全基準量 (04423)Tynen Inj 20mg/ml(Docetaxel)           安全量 : 10 ,基準量 : 21
20240709-12:20:49 - (1)     更新安全基準量 (06106)Eprex Inj 2000 IU/0.5ml                安全量 : 83 ,基準量 : 167
20240709-12:20:49 - (1)     更新安全基準量 (16376)2.5/850mg Trajenta Duo Tab             安全量 : 1927 ,基準量 : 3855
20240709-12:20:49 - (1)     更新安全基準量 (06260)5mg Eliquis Tab (Apixaban)             安全量 : 694 ,基準量 : 1388
20240709-12:20:49 - (1)     更新安全基準量 (04671)Lorviqua Tab 25mg(Lorlatinib)          安全量 : 14 ,基準量 : 29
20240709-12:20:49 - (1)     更新安全基準量 (08292)PCEA: Regimen 1  500ml                 安全量 : 2 ,基準量 : 4
20240709-12:20:49 - (1)     更新安全基準量 (21401)150mg Skyrizi Inj (Risankizumab)       安全量 : 1 ,基準量 : 1
20240709-12:20:49 - (1)     更新安全基準量 (06267)60mg Lixiana FC Tab(Edoxaban)          安全量 : 272 ,基準量 : 545
20240709-12:20:49 - (1)     更新安全基準量 (09208)Cecolex Capsules 200mg "C.H."          安全量 : 6541 ,基準量 : 13083
20240709-12:20:49 - (1)     更新安全基準量 (18315)Rotarix Oral Vaccine Suspension        安全量 : 8 ,基準量 : 16
20240709-12:20:49 - (1)     更新安全基準量 (16312)Actrapid HM Inj 100 IU/ml 10ml         安全量 : 62 ,基準量 : 125
20240709-12:20:49 - (1)     更新安全基準量 (11373)Sodium Chloride Inj 0.9% 1000ml        安全量 : 447 ,基準量 : 894
20240709-12:20:49 - (1)     更新安全基準量 (10047)MultiHance Inj 20ml                    安全量 : 5 ,基準量 : 10
20240709-12:20:49 - (1)     更新安全基準量 (05443)Cisatral Inj 10mg/5ml (IMPORT)         安全量 : 189 ,基準量 : 378
20240709-12:20:49 - (1)     更新安全基準量 (07162)Atozet Tab 10/20mg                     安全量 : 1126 ,基準量 : 2253
20240709-12:20:49 - (1)     更新安全基準量 (03329)Cefin Inj 2gm(Ceftriaxone)             安全量 : 71 ,基準量 : 143
20240709-12:20:49 - (1)     更新安全基準量 (13442)AluSA Tab                              安全量 : 8345 ,基準量 : 16691
20240709-12:20:49 - (1)     更新安全基準量 (16144)Megest Oral Susp 40mg/ml 120ml         安全量 : 32 ,基準量 : 64
20240709-12:20:49 - (1)     更新安全基準量 (07146)Rosulator Tab 10mg(Rosuvastatin)       安全量 : 2828 ,基準量 : 5656
20240709-12:20:49 - (1)     更新安全基準量 (03510)Tigelin Inj 50mg(Tigecycline)          安全量 : 12 ,基準量 : 24
20240709-12:20:49 - (1)     更新安全基準量 (06243)Agglutex Inj 25000u/5ml(Heparin)       安全量 : 152 ,基準量 : 305
20240709-12:20:49 - (1)     更新安全基準量 (16707)14mg Rybelsus Tab 30's/box             安全量 : 96 ,基準量 : 193
20240709-12:20:49 - (1)     更新安全基準量 (04230)Gemmis Inj 1000mg/30ml                 安全量 : 8 ,基準量 : 17
20240709-12:20:49 - (1)     更新安全基準量 (21325)4mg Lenvima Cap (Lenvatinib)           安全量 : 14 ,基準量 : 29
20240709-12:20:49 - (1)     更新安全基準量 (04644)100mg Venclexta Tab(Venetoclax)        安全量 : 9 ,基準量 : 19
20240709-12:20:49 - (1)     更新安全基準量 (04326)3.75mg (1M) Leuplin Depot Inj          安全量 : 4 ,基準量 : 8
20240709-12:20:49 - (1)     更新安全基準量 (08245)15mg Morphine sulfate Tab "PPCD"       安全量 : 2101 ,基準量 : 4203
20240709-12:20:49 - (1)     更新安全基準量 (20142)Avamys Nasal Spray 120doses/bot        安全量 : 103 ,基準量 : 206
20240709-12:20:49 - (1)     更新安全基準量 (16364)5mg Trajenta Tab (Linagliptin)         安全量 : 1141 ,基準量 : 2283
20240709-12:20:49 - (1)     更新安全基準量 (05143)25mg Betmiga PR Tab(Mirabegron)        安全量 : 765 ,基準量 : 1530
20240709-12:20:49 - (1)     更新安全基準量 (21364)Rinvoq ER Tab 15mg(Upadacitinib)       安全量 : 19 ,基準量 : 38
20240709-12:20:49 - (1)     更新安全基準量 (31105)Prismasol B0, Sol for HF & HD 5L       安全量 : 44 ,基準量 : 89
20240709-12:20:49 - (1)     更新安全基準量 (18264)Bexsero Vaccine Inj 0.5ml              安全量 : 2 ,基準量 : 4
20240709-12:20:49 - (1)     更新安全基準量 (04322)Zytiga Tab 250mg(Abiraterone)          安全量 : 29 ,基準量 : 59
20240709-12:20:49 - (1)     更新安全基準量 (04655)Ogivri Inj 1mg(Trastuzumab)            安全量 : 253 ,基準量 : 506
20240709-12:20:49 - (1)     更新安全基準量 (08574)Byfavo Inj 20mg (Remimazolam)          安全量 : 9 ,基準量 : 19
20240709-12:20:49 - (1)     更新安全基準量 (04729)90mg Alunbrig Tab(IMPORT)              安全量 : 7 ,基準量 : 14
20240709-12:20:49 - (1)     更新安全基準量 (09069)Fubifen PAP patch 4's 40mg/10gm        安全量 : 696 ,基準量 : 1393
20240709-12:20:49 - (1)     更新安全基準量 (06125)Mircera Inj 100mcg/0.3ml               安全量 : 5 ,基準量 : 10
20240709-12:20:49 - (1)     更新安全基準量 (10041)Optiray 350 74% 200ml 350mgI/ml        安全量 : 9 ,基準量 : 19
20240709-12:20:49 - (1)     更新安全基準量 (21037)100mg Neoral Sandimmun Soft Cap        安全量 : 123 ,基準量 : 247
20240709-12:20:49 - (1)     更新安全基準量 (11325)Ketosteril Tab 100's/box               安全量 : 932 ,基準量 : 1864
20240709-12:20:49 - (1)     更新安全基準量 (06136)Recormon Inj 5 KIU                     安全量 : 26 ,基準量 : 53
20240709-12:20:49 - (1)     更新安全基準量 (04554)Votrient Tab 200mg (Pazopanib)         安全量 : 25 ,基準量 : 51
20240709-12:20:49 - (1)     更新安全基準量 (05280)Trelegy Ellipta IH 92/55/22 mcg        安全量 : 7 ,基準量 : 14
20240709-12:20:49 - (1)     更新安全基準量 (13440)Omezol Cap 20mg(Omeprazole)            安全量 : 5275 ,基準量 : 10551
20240709-12:20:49 - (1)     更新安全基準量 (06288)CoPlavix Tab 75mg/100mg                安全量 : 431 ,基準量 : 862
20240709-12:20:49 - (1)     更新安全基準量 (20334)ENFULON Cream 0.1% 30gm                安全量 : 168 ,基準量 : 337
20240709-12:20:49 - (1)     更新安全基準量 (13473)Pane Inj 40mg(Pantoprazole)            安全量 : 164 ,基準量 : 329
20240709-12:20:50 - (1)     更新安全基準量 (04213)Ufur Cap                               安全量 : 194 ,基準量 : 389
20240709-12:20:50 - (1)     更新安全基準量 (21214)Orencia Inj 250mg(Abatacept)           安全量 : 2 ,基準量 : 4
20240709-12:20:50 - (1)     更新安全基準量 (21192)Viartril-S Powder 1500mg               安全量 : 349 ,基準量 : 698
20240709-12:20:50 - (1)     更新安全基準量 (50001)Levofloxacin Inj 750mg/150ml"CS"       安全量 : 29 ,基準量 : 59
20240709-12:20:50 - (1)     更新安全基準量 (21073)1mg Prograf Cap (Tacrolimus)           安全量 : 105 ,基準量 : 210
20240709-12:20:50 - (1)     更新安全基準量 (21379)Mesa Inh Sol 600mg/3ml(Mesna)          安全量 : 758 ,基準量 : 1516
20240709-12:20:50 - (1)     更新安全基準量 (07058)Sevikar 5/20mg F.C. Tab                安全量 : 3114 ,基準量 : 6229
20240709-12:20:50 - (1)     更新安全基準量 (10044)Visipaque Inj 320mgI/ml 100ml          安全量 : 14 ,基準量 : 29
20240709-12:20:50 - (1)     更新安全基準量 (05278)(184/22)Relvar Ellipta 184/22mcg       安全量 : 22 ,基準量 : 44
20240709-12:20:50 - (1)     更新安全基準量 (16308)Insulatard HM Inj 100 IU/ml 10ml       安全量 : 97 ,基準量 : 195
20240709-12:20:50 - (1)     更新安全基準量 (07057)Exforge Tab 5/80 mg                    安全量 : 4885 ,基準量 : 9771
20240709-12:20:50 - (1)     更新安全基準量 (16168)Visanne Tab 2mg(Dienogest)             安全量 : 540 ,基準量 : 1080
20240709-12:20:50 - (1)     更新安全基準量 (03337)Cefa Inj 1gm (Cefazolin)               安全量 : 1045 ,基準量 : 2091
20240709-12:20:50 - (1)     更新安全基準量 (05144)50mg Betmiga PR Tab(Mirabegron)        安全量 : 1272 ,基準量 : 2544
20240709-12:20:50 - (1)     更新安全基準量 (04317)11.25mg DIPHERELINE P.R. Inj           安全量 : 2 ,基準量 : 5
20240709-12:20:50 - (1)     更新安全基準量 (04674)30mg Vizimpro Tab(Dacomitinib)         安全量 : 22 ,基準量 : 45
20240709-12:20:50 - (1)     更新安全基準量 (30024)TPN_Smofkabiven Emulsion 1.48L         安全量 : 33 ,基準量 : 66
20240709-12:20:50 - (1)     更新安全基準量 (05267)Anoro Ellipta 55/22mcg IH 30'S         安全量 : 20 ,基準量 : 40
20240709-12:20:50 - (1)     更新安全基準量 (18012)Human Immunoglobulin 6% 50ml(3g)       安全量 : 3 ,基準量 : 7
20240709-12:20:50 - (1)     更新安全基準量 (03422)Augmentin Tab 375mg                    安全量 : 4096 ,基準量 : 8192
20240709-12:20:50 - (1)     更新安全基準量 (16379)Forxiga FC Tab 10mg                    安全量 : 1046 ,基準量 : 2093
20240709-12:20:50 - (1)     更新安全基準量 (72002)Hepac Lock Flush 1000U/10ml            安全量 : 529 ,基準量 : 1059
20240709-12:20:50 - (1)     更新安全基準量 (08233)Fentanyl Patch 50ug/hr"PPCD"           安全量 : 45 ,基準量 : 91
20240709-12:20:50 - (1)     更新安全基準量 (16382)Toujeo Inj 300u/ml, 1.5ml              安全量 : 44 ,基準量 : 89
20240709-12:20:50 - (1)     更新安全基準量 (08253)Fentanyl Inj 0.5mg/10ml "PPCD"         安全量 : 215 ,基準量 : 430
20240709-12:20:50 - (1)     更新安全基準量 (19060)Cobamamide Cap 500mcg                  安全量 : 15968 ,基準量 : 31936
20240709-12:20:50 - (1)     更新安全基準量 (13126)Ulstop 20mg Tab(Famotidine)            安全量 : 16919 ,基準量 : 33838
20240709-12:20:50 - (1)     更新安全基準量 (20439)Sod. Chloride 0.9%(Irri.) 2000ml       安全量 : 374 ,基準量 : 748
20240709-12:20:50 - (1)     更新安全基準量 (06257)4ml Tisseel Sol for sealant            安全量 : 1 ,基準量 : 1
20240709-12:20:50 - (1)     更新安全基準量 (03674)Ertapenem Inj 1g"SLC"                  安全量 : 34 ,基準量 : 68
20240709-12:20:50 - (1)     更新安全基準量 (03675)Teicod Inj 200mg (Teicoplanin)         安全量 : 80 ,基準量 : 161
20240709-12:20:50 - (1)     更新安全基準量 (06268)15mg Lixiana FC Tab(Edoxaban)          安全量 : 348 ,基準量 : 697
20240709-12:20:50 - (1)     更新安全基準量 (05259)Norepinephrine Inj 4mg/4ml "TY"        安全量 : 217 ,基準量 : 434
20240709-12:20:50 - (1)     更新安全基準量 (31117)NACL INJ 0.9% 250mL/bag "OTSUKA"       安全量 : 896 ,基準量 : 1793
20240709-12:20:50 - (1)     更新安全基準量 (08750)400mg Abilify Maintena Inj             安全量 : 2 ,基準量 : 5
20240709-12:20:50 - (1)     更新安全基準量 (16388)Jardiance Duo 12.5/850mg               安全量 : 1499 ,基準量 : 2999
20240709-12:20:50 - (1)     更新安全基準量 (19061)DailyCare Actibest Tab                 安全量 : 14270 ,基準量 : 28540
20240709-12:20:50 - (1)     更新安全基準量 (06282)2.5mg Eliquis Tab (Apixaban)           安全量 : 718 ,基準量 : 1437
20240709-12:20:50 - (1)     更新安全基準量 (09070)Acetamol Inj 1gm(Propacetamol)         安全量 : 147 ,基準量 : 294
20240709-12:20:50 - (1)     更新安全基準量 (05331)8mg Urief Tab (Silodosin)              安全量 : 1781 ,基準量 : 3562
20240709-12:20:50 - (1)     更新安全基準量 (20415)Aqua Easy Antiseptic Solution 2%       安全量 : 175 ,基準量 : 350
20240709-12:20:50 - (1)     更新安全基準量 (16387)Xigduo XR Tab 10mg/1gm                 安全量 : 834 ,基準量 : 1668
20240709-12:20:50 - (1)     更新安全基準量 (20054)Latanoprost Eye Drop 0.005%            安全量 : 56 ,基準量 : 113
20240709-12:20:50 - (1)     更新安全基準量 (50074)Dovato Tab(DTG/3TC)                    安全量 : 48 ,基準量 : 96
20240709-12:20:50 - (1)     更新安全基準量 (06113)250ug Lenograstim Inj(Granocyte)       安全量 : 13 ,基準量 : 26
20240709-12:20:50 - (1)     更新安全基準量 (11155)Sodium Chloride Inj 0.45% 20ml         安全量 : 1141 ,基準量 : 2283
20240709-12:20:50 - (1)     更新安全基準量 (21352)5mg NicePower Tab 30#/Box              安全量 : 5 ,基準量 : 11
20240709-12:20:50 - (1)     更新安全基準量 (08241)600 Painkyl buccal soluble films       安全量 : 39 ,基準量 : 78
20240709-12:20:50 - (1)     更新安全基準量 (21309)Dupixent Inj 300mg(Dupilumab)          安全量 : 1 ,基準量 : 2
20240709-12:20:50 - (1)     更新安全基準量 (03432)Tapimycin Inj 2.25g "YUNG SHIN"        安全量 : 369 ,基準量 : 738
20240709-12:20:50 - (1)     更新安全基準量 (04675)45mg Vizimpro Tab(Dacomitinib)         安全量 : 17 ,基準量 : 34
20240709-12:20:50 - (1)     更新安全基準量 (05031)Arezil ODT Tab 5mg(Donepezil)          安全量 : 514 ,基準量 : 1028
20240709-12:20:50 - (1)     更新安全基準量 (08430)Keppra Inj 500mg/5ml                   安全量 : 80 ,基準量 : 161
20240709-12:20:50 - (1)     更新安全基準量 (20379)Easy Antiseptic Liquid 2% 200ml        安全量 : 178 ,基準量 : 356
20240709-12:20:50 - (1)     更新安全基準量 (50053)Maviret Tab                            安全量 : 14 ,基準量 : 29
20240709-12:20:50 - (1)     更新安全基準量 (11312)Dextrose 5%/0.9% NaCl Inj 500ml        安全量 : 669 ,基準量 : 1338
20240709-12:20:50 - (1)     更新安全基準量 (21272)Duratocin Inj 100mcg(Carbetocin)       安全量 : 6 ,基準量 : 12
20240709-12:20:50 - (1)     更新安全基準量 (07114)Lipitor Tab 40mg (Atorvastatin)        安全量 : 1692 ,基準量 : 3385
20240709-12:20:50 - (1)     更新安全基準量 (19048)Methycobal Cap 500ug "Eisai"           安全量 : 13933 ,基準量 : 27866
20240709-12:20:50 - (1)     更新安全基準量 (16530)60mcg Minirin Melt Tab                 安全量 : 623 ,基準量 : 1246
20240709-12:20:50 - (1)     更新安全基準量 (04413)Phyxol Inj 90mg/15ml(Paclitaxel)       安全量 : 25 ,基準量 : 50
20240709-12:20:50 - (1)     更新安全基準量 (18016)Privigen 10% 50ml(5g)(IVIG)            安全量 : 1 ,基準量 : 3
20240709-12:20:50 - (1)     更新安全基準量 (13344)Bowklean Powder 2pkg/Box               安全量 : 31 ,基準量 : 62
20240709-12:20:50 - (1)     更新安全基準量 (06305)r-Tissue Plasminogen Activator         安全量 : 1 ,基準量 : 1
20240709-12:20:50 - (1)     更新安全基準量 (04429)Abraxane Inj 100mg                     安全量 : 2 ,基準量 : 4
20240709-12:20:50 - (1)     更新安全基準量 (08418)Keppra Tab 500mg(Levetiracetam)        安全量 : 880 ,基準量 : 1761
20240709-12:20:50 - (1)     更新安全基準量 (72001)Hepac Lock Flush 30U/3ml               安全量 : 430 ,基準量 : 860
20240709-12:20:50 - (1)     更新安全基準量 (05289)184/55/22mcg_Trelegy Ellipta IH        安全量 : 10 ,基準量 : 20
20240709-12:20:50 - (1)     更新安全基準量 (07135)10mg Atorva FC Tab(Atorvastatin)       安全量 : 3997 ,基準量 : 7995
20240709-12:20:50 - (1)     更新安全基準量 (21172)Fosrenol Chewable Tab 750mg            安全量 : 152 ,基準量 : 304
20240709-12:20:50 - (1)     更新安全基準量 (16395)Qtern Tab 5/10mg                       安全量 : 563 ,基準量 : 1126
20240709-12:20:50 - (1)     更新安全基準量 (04525)Sutent Cap 12.5mg(Sunitinib)           安全量 : 36 ,基準量 : 72
20240709-12:20:50 - (1)     更新安全基準量 (06277)3.75mg Efient Tab(Prasugrel)           安全量 : 426 ,基準量 : 852
20240709-12:20:50 - (1)     更新安全基準量 (06143)Nivestim Inj 300mcg(Filgrastim)        安全量 : 11 ,基準量 : 23
20240709-12:20:50 - (1)     更新安全基準量 (06502)2mL VeraSeal Sol for sealant           安全量 : 1 ,基準量 : 1
20240709-12:20:50 - (1)     更新安全基準量 (05436)Rocuronium Kabi Inj 100mg/10ml         安全量 : 55 ,基準量 : 110
20240709-12:20:50 - (1)     更新安全基準量 (16534)Desmopressin Tab 0.1mg_PMS             安全量 : 475 ,基準量 : 951
20240709-12:20:50 - (1)     更新安全基準量 (03402)AMPOLin Inj 500mg(Ampicillin)          安全量 : 584 ,基準量 : 1169
20240709-12:20:50 - (1)     更新安全基準量 (16385)Oseni Tab 25/30mg                      安全量 : 867 ,基準量 : 1734
20240709-12:20:50 - (1)     更新安全基準量 (50050)Flomoxef Inj 1gm                       安全量 : 72 ,基準量 : 145
20240709-12:20:51 - (1)     更新安全基準量 (06133)NESP Inj 60mcg/0.5ml(Plastic)          安全量 : 6 ,基準量 : 12
20240709-12:20:51 - (1)     更新安全基準量 (04702)150mg Zyceva Tab(Erlotinib)            安全量 : 41 ,基準量 : 83
20240709-12:20:51 - (1)     更新安全基準量 (05421)Sketa Cap                              安全量 : 9018 ,基準量 : 18037
20240709-12:20:51 - (1)     更新安全基準量 (04428)Kemocarb Inj 450mg/45ml                安全量 : 10 ,基準量 : 20
20240709-12:20:51 - (1)     更新安全基準量 (07297)200mg ENTRESTO FC Tab                  安全量 : 240 ,基準量 : 481
20240709-12:20:51 - (1)     更新安全基準量 (07149)Zulitor Tab 4mg(Pitavastatin)          安全量 : 1729 ,基準量 : 3459
20240709-12:20:51 - (1)     更新安全基準量 (31107)Boca Calcium Emulsion 180ml            安全量 : 198 ,基準量 : 396
20240709-12:20:51 - (1)     更新安全基準量 (04692)20mg Vinobin Cap(Vinorelbine)          安全量 : 13 ,基準量 : 26
20240709-12:20:51 - (1)     更新安全基準量 (03348)2gm Brosym Inj                         安全量 : 97 ,基準量 : 194
20240709-12:20:51 - (1)     更新安全基準量 (20084)Ozurdex Intravitreal Implant           安全量 : 1 ,基準量 : 1
20240709-12:20:51 - (1)     更新安全基準量 (03634)Cubicin Inj 500mg(Daptomycin)          安全量 : 4 ,基準量 : 9
20240709-12:20:51 - (1)     更新安全基準量 (03229)Eraxis Inj 100mg(Anidulafungin)        安全量 : 7 ,基準量 : 14
20240709-12:20:51 - (1)     更新安全基準量 (04243)100mg/4ml Pexeda Inj(Pemetrexed)       安全量 : 2 ,基準量 : 5
20240709-12:20:51 - (1)     更新安全基準量 (50024)Tamiflu Cap 75mg "CS"(Self-Pay)        安全量 : 146 ,基準量 : 293
20240709-12:20:51 - (1)     更新安全基準量 (21089)Dysport Inj 500u                       安全量 : 1 ,基準量 : 3
20240709-12:20:51 - (1)     更新安全基準量 (16706)7mg Rybelsus Tab 30's/box              安全量 : 86 ,基準量 : 173
20240709-12:20:51 - (1)     更新安全基準量 (20449)Fespixon Cream 15gm                    安全量 : 1 ,基準量 : 2
20240709-12:20:51 - (1)     更新安全基準量 (08206)Morphine HCl Inj 10mg/ml               安全量 : 462 ,基準量 : 925
20240709-12:20:51 - (1)     更新安全基準量 (20608)Artelac Eye Drop 0.32% 10ml            安全量 : 132 ,基準量 : 265
20240709-12:20:51 - (1)     更新安全基準量 (13315)Senokot Tab 7.5mg(Sennoside B)         安全量 : 15839 ,基準量 : 31679
20240709-12:20:51 - (1)     更新安全基準量 (07074)Coralan Tab 5mg(Ivabradine)            安全量 : 651 ,基準量 : 1302
20240709-12:20:51 - (1)     更新安全基準量 (15035)MetaCu Cap 300mg(Trientine)            安全量 : 14 ,基準量 : 29
20240709-12:20:51 - (1)     更新安全基準量 (13222)Biofermin-R Powder 1g                  安全量 : 538 ,基準量 : 1077
20240709-12:20:51 - (1)     更新安全基準量 (31137)*Saline 0.9% Inj 500ml "NK"            安全量 : 448 ,基準量 : 896
20240709-12:20:51 - (1)     更新安全基準量 (04577)Kemoplat Inj 50mg/50ml(NEW)            安全量 : 45 ,基準量 : 91
20240709-12:20:51 - (1)     更新安全基準量 (07145)Pravafen Hard Cap 40mg/160mg           安全量 : 854 ,基準量 : 1708
20240709-12:20:51 - (1)     更新安全基準量 (05254)Berodual N Metered Aerosol             安全量 : 54 ,基準量 : 108
20240709-12:20:51 - (1)     更新安全基準量 (03656)MeRoXin Inj 1000mg (Meropenem)         安全量 : 46 ,基準量 : 92
20240709-12:20:51 - (1)     更新安全基準量 (50037)Taigexyn Cap 250mg(Nemonoxacin)        安全量 : 87 ,基準量 : 174
